GivenName,Surname,Gender,EmailAddress,TelephoneNumber,NationalID,Age,City,StreetAddress,ZipCode,NameSet,Birthday,StateFull
Arcangela,Lucciano,female,ArcangelaLucciano@armyspy.com,"0324 3294319",FD46039989,37,"San Giacomo Di Cerzeto","Via Venezia 81",87040,Italian,5/3/1982,Cosenza
Publio,"De Luca",male,PublioDeLuca@cuvox.de,"0349 8054521",IG59031398,39,"Campofelice Di Fitalia","Via Santa Teresa degli Scalzi 22",90030,Italian,10/8/1980,Palermo
Ciriaca,Genovese,female,CiriacaGenovese@gustr.com,"0344 7898471",DK48707172,36,Salerno,"Piazzetta Scalette Rubiani 61",84121,Italian,9/3/1983,Salerno
Fausto,Genovese,male,FaustoGenovese@superrito.com,"0345 8466952",JE8467945,41,Cesaro,"Via San Domenico Soriano 123",98033,Italian,12/23/1978,Messina
Sara,Manna,female,SaraManna@rhyta.com,"0348 4490267",PN79936454,62,Prad,"Via di Santa Melania 102",39026,Italian,8/20/1957,Bolzano
Piera,Giordano,female,PieraGiordano@armyspy.com,"0346 5926981",RE45144918,32,Guglionesi,"Via degli Aldobrandeschi 69",86034,Italian,5/8/1987,Campobasso
Ernesto,Mancini,male,ErnestoMancini@einrot.com,"0377 4123112",JA80828829,61,Chialamberto,"Via Giberti 55",10070,Italian,8/10/1958,Torino
Nunzia,Milani,female,NunziaMilani@jourrapide.com,"0329 2014073",PE5851521,30,Roverino,"Via Firenze 109",18039,Italian,12/3/1989,Imperia
Norberto,Milano,male,NorbertoMilano@jourrapide.com,"0341 1611707",YC28169641,35,"Belmonte Del Sannio","Via Firenze 3",86080,Italian,1/30/1985,Isernia
Teresa,Lori,female,TeresaLori@einrot.com,"0363 4252946",OL65122166,59,Pontedassio,"Piazza Cardinale Riario Sforza 87",18027,Italian,3/28/1960,Imperia
"Gabriella ",Castiglione,female,GabriellaCastiglione@fleckens.hu,"0367 7203180",SU6300022,26,Lavis,"Via Torricelli 98",38015,Italian,1/19/1994,Trento
Dora,Loggia,female,DoraLoggia@einrot.com,"0389 1648745",NN65210513,36,"Chies D'Alpago","Corso Alcide De Gasperi 39",32010,Italian,5/3/1983,Belluno
Lazzaro,Milani,male,LazzaroMilani@rhyta.com,"0341 6462217",FK96464014,21,"Lovero Valtellino","Via Leopardi 67",23030,Italian,8/23/1998,Sondrio
Lino,Pagnotto,male,LinoPagnotto@rhyta.com,"0371 4863103",QR97392989,40,Zaccanopoli,"Lungodora Napoli 78",89867,Italian,1/14/1980,"Vibo Valentia"
Emma,DeRose,female,EmmaDeRose@dayrep.com,"0342 7066658",VY13749654,63,Granarolo,"Via Pisanelli 134",48019,Italian,5/24/1956,Ravenna
Natalia,Toscani,female,NataliaToscani@gustr.com,"0386 8671453",EQ62076383,19,"St. Walburg Ulten","Via Nazionale 29",39016,Italian,6/10/2000,Bolzano
Luisa,Marino,female,LuisaMarino@jourrapide.com,"0317 3972017",FZ39559675,45,Sortino,"Via Leopardi 84",96010,Italian,4/1/1974,Siracusa
Filiberta,Pirozzi,female,FilibertaPirozzi@armyspy.com,"0384 4839753",KC96913481,22,"Massa Fiscaglia","Via Vico Ferrovia 18",44025,Italian,6/16/1997,Ferrara
Lea,Bergamaschi,female,LeaBergamaschi@jourrapide.com,"0346 0439185",AC69901457,23,Stifone,"Via Adua 107",05027,Italian,8/25/1996,Termi
Severino,Boni,male,SeverinoBoni@einrot.com,"0376 3293406",IG60609336,66,"Pieve D'Olmi","Via Giovanni Amendola 121",26040,Italian,9/16/1953,Cremona
Immacolata,Fiorentini,female,ImmacolataFiorentini@dayrep.com,"0366 5618756",WA70519656,62,"Bocale Secondo","Via Pisanelli 29",89060,Italian,11/24/1957,"Reggio Calabria"
Eugenia,DeRose,female,EugeniaDeRose@gustr.com,"0344 7071577",HD58995341,61,"Monteroni D'Arbia","Via Santa Teresa 16",53014,Italian,1/29/1959,Siena
Doroteo,Folliero,male,DoroteoFolliero@jourrapide.com,"0345 5689718",TS20502921,33,Esanatoglia,"Piazza Guglielmo Pepe 47",62024,Italian,3/27/1986,Macerata
Sebastiano,Greece,male,SebastianoGreece@fleckens.hu,"0394 2131765",HO6930432,26,Macchiareddu,"Via del Viminale 37",09032,Italian,10/13/1993,Cagliari
Fernanda,Lorenzo,female,FernandaLorenzo@dayrep.com,"0361 3356797",SS99511715,31,"Valli Del Pasubio","Via Lagrange 82",36030,Italian,1/22/1989,Vicenza
Annibale,Pagnotto,female,AnnibalePagnotto@teleworm.us,"0371 5545123",MV80279460,36,"San Pietro In Guarano","Via Venezia 16",87047,Italian,8/11/1983,Cosenza
Camillo,Calabrese,male,CamilloCalabrese@dayrep.com,"0380 4253374",IC1670628,25,"Sant'Agata De' Goti","Via Piccinni 92",82019,Italian,9/16/1994,Benevento
Brancaleone,Ferrari,male,BrancaleoneFerrari@jourrapide.com,"0386 3268028",PC77292220,43,Terricciola,"Viale Maria Cristina di Savoia 111",56030,Italian,12/5/1976,Pisa
Carmela,Palerma,female,CarmelaPalerma@fleckens.hu,"0360 2825606",YG59618117,37,"San Vincenzo","Via Duomo 57",57027,Italian,1/22/1983,Livorno
Walter,Loggia,male,WalterLoggia@rhyta.com,"0337 0170904",MZ98148400,45,"Montesano Salentino","Via Antonio Beccadelli 139",73030,Italian,1/20/1975,Lecce
Maurizia,Boni,female,MauriziaBoni@gustr.com,"0395 9841095",MC51045955,62,Selvanizza,"Piazzetta Concordia 69",43020,Italian,7/13/1957,Parma
Rolando,Genovesi,male,RolandoGenovesi@armyspy.com,"0353 0574546",WA1789523,26,"Monterosso Al Mare","Via Nolana 68",19016,Italian,2/20/1994,"La Spezia"
Donatella,Esposito,female,DonatellaEsposito@superrito.com,"0365 5508981",MH13824235,45,Roccabruna,"Piazza Trieste e Trento 55",12020,Italian,3/4/1974,Cuneo
Marino,Capon,male,MarinoCapon@armyspy.com,"0376 7494048",UX61900711,58,Ferruzzano,"Via Antonio da Legnago 33",89030,Italian,4/13/1961,"Reggio Calabria"
Aldo,Trevisan,male,AldoTrevisan@rhyta.com,"0363 1732910",SU61744403,61,Stilo,"Via Giulio Camuzzoni 62",89049,Italian,6/5/1958,"Reggio Calabria"
Rosanna,Padovano,female,RosannaPadovano@einrot.com,"0315 9112662",XX36966489,31,Roma,"Via Belviglieri 127",00164,Italian,8/10/1988,Roma
Ercole,Piccio,male,ErcolePiccio@dayrep.com,"0382 8083542",WU8136177,28,Azzio,"Via Sacchi 149",21030,Italian,9/22/1991,Varese
Bruno,Russo,male,BrunoRusso@jourrapide.com,"0367 7439206",YL65652619,50,Chiozza,"Via Bologna 98",55030,Italian,3/7/1969,Lucca
Rufino,Sal,male,RufinoSal@dayrep.com,"0384 9120821",UX86037470,59,Truden,"Via Nazionale 37",39040,Italian,6/2/1960,Bolzano
Erminia,Zetticci,female,ErminiaZetticci@gustr.com,"0372 8125758",WC48712365,49,Montecreto,"Piazza Bovio 119",41025,Italian,5/21/1970,Modena
Eva,Panicucci,female,EvaPanicucci@cuvox.de,"0377 8943121",BA37967092,61,Bari,"Via Campi Flegrei 45",70126,Italian,10/1/1958,Bari
Andrea,Calabrese,male,AndreaCalabrese@teleworm.us,"0393 2222971",KE60632975,37,Fiorana,"Via Vico Ferrovia 80",44010,Italian,7/29/1982,Ferrara
Affiano,Milano,male,AffianoMilano@einrot.com,"0311 3322154",YF68206049,21,Quintano,"Via Giovanni Amendola 63",26017,Italian,6/5/1998,Cremona
Gianna,Padovesi,female,GiannaPadovesi@teleworm.us,"0378 6425359",DK26459329,59,Gaiola,"Via Bernardino Rota 44",12010,Italian,9/27/1960,Cuneo
Antonina,Padovano,female,AntoninaPadovano@teleworm.us,"0348 5462854",KC33061189,43,Novaledo,"Corso Porta Borsari 76",38050,Italian,11/1/1976,Trento
Priscilla,Monaldo,female,PriscillaMonaldo@cuvox.de,"0367 2200196",PC37311973,29,Bertiolo,"Via Bonafous Alfonso 47",33032,Italian,8/31/1990,Udine
Regina,Trevisano,female,ReginaTrevisano@gustr.com,"0350 3518177",TN55601949,47,"Castel D'Emilio","Via A.G. Alaimo 6",60020,Italian,5/9/1972,Ancona
Marzia,Russo,female,MarziaRusso@einrot.com,"0319 4526686",GH10119547,34,Altolia,"Via Pasquale Scura 53",98143,Italian,4/30/1985,Messina
Fabio,Toscani,male,FabioToscani@gustr.com,"0318 6510850",VM10787597,66,Tornata,"Via Giovanni Amendola 58",26030,Italian,1/7/1954,Cremona
Rosa,Fanucci,female,RosaFanucci@jourrapide.com,"0340 3404278",ZO20572019,23,Cizzolo,"Via Galileo Ferraris 100",46030,Italian,2/22/1997,Mantova
"Sabina ",Bellucci,female,SabinaBellucci@jourrapide.com,"0385 2503801",IA94298790,54,"San Martino In Converseto","Via Partenope 16",47030,Italian,12/7/1965,Forli
Lia,Buccho,female,LiaBuccho@dayrep.com,"0321 2477064",NJ98504281,53,Cologna,"Via Alessandro Farnese 57",39050,Italian,10/29/1966,Bolzano
Nicla,Endrizzi,female,NiclaEndrizzi@dayrep.com,"0318 2942509",TF5923970,20,"Castel San Vincenzo","Via Firenze 24",86071,Italian,3/2/2000,Isernia
Rodrigo,Genovese,male,RodrigoGenovese@fleckens.hu,"0392 0228912",KT9289795,52,Villaspeciosa,"Via degli Aldobrandeschi 135",09010,Italian,1/20/1968,Cagliari
Protasio,Davide,male,ProtasioDavide@einrot.com,"0362 5704783",SE19216548,56,"Ali Terme","Via Pasquale Scura 78",98021,Italian,1/26/1964,Messina
Doroteo,Sagese,male,DoroteoSagese@fleckens.hu,"0376 5843548",EN14185750,26,"Novi Velia","Vicolo Cieco Fondachetto 61",84060,Italian,9/9/1993,Salerno
Marino,Palermo,male,MarinoPalermo@cuvox.de,"0389 8098501",PR23808984,53,"Ollastra Simaxis","Via Francesco Girardi 73",09084,Italian,5/4/1966,Oristano
Ottavio,Sal,male,OttavioSal@teleworm.us,"0398 0284507",GC10181967,20,Casalcassinese,"Via Partenope 144",03040,Italian,9/5/1999,Frosinone
Merico,Bruno,male,MericoBruno@rhyta.com,"0310 0585065",UW10066565,61,Sirolo,"Via delle Viole 78",60020,Italian,1/1/1959,Ancona
Ave,Onio,female,AveOnio@superrito.com,"0390 1439179",KB98643346,35,"Grotte Santo Stefano","Via Lagrange 139",01026,Italian,2/26/1985,Viterbo
Savino,Sagese,male,SavinoSagese@jourrapide.com,"0398 5119171",YT93782158,47,Calvene,"Lungodora Napoli 119",36030,Italian,12/14/1972,Vicenza
Rufina,Lucciano,female,RufinaLucciano@einrot.com,"0320 3242900",RY82890983,23,"Palma Di Montechiaro","Via del Piave 123",92020,Italian,3/3/1996,Agrigento
Franco,Trentini,male,FrancoTrentini@fleckens.hu,"0338 1791041",TT36614440,24,Casette,"Via Gaetano Donizetti 36",37045,Italian,1/31/1996,Verona
"Rachele ",Milano,female,RacheleMilano@einrot.com,"0311 5831333",GN92233079,66,"Civitella In Val Di Chiana","Via del Caggio 122",52040,Italian,5/13/1953,Arezzo
Iva,Palermo,female,IvaPalermo@fleckens.hu,"0322 8244075",YE56459605,24,Milano,"Via San Cosmo fuori Porta Nolana 109",20134,Italian,11/14/1995,Milano
Fulvia,Genovese,female,FulviaGenovese@gustr.com,"0381 3254522",FM58393041,49,"Roata Rossi","Piazza Trieste e Trento 119",12020,Italian,11/6/1970,Cuneo
Camilla,Trentini,female,CamillaTrentini@einrot.com,"0344 0155183",LJ50126616,48,"Salice Terme","Vico Giganti 79",27056,Italian,1/28/1972,Pavia
Degna,Cocci,female,DegnaCocci@cuvox.de,"0391 8815057",XQ66672445,45,Lustignano,"Via Sergente Maggiore 86",56040,Italian,4/3/1974,Pisa
Priscilla,Napolitano,female,PriscillaNapolitano@rhyta.com,"0362 4721661",YI66041371,40,"Rignano Flaminio","Via Belviglieri 65",00068,Italian,7/24/1979,Roma
Aloisa,Genovesi,female,AloisaGenovesi@cuvox.de,"0321 6461591",LY20927017,41,Camaiore,"Via Bologna 53",55041,Italian,11/27/1978,Lucca
Geraldino,Longo,male,GeraldinoLongo@superrito.com,"0317 1759875",RF72916685,53,Dolo,"Via Spalato 4",30031,Italian,8/25/1966,Venezia
Tarquinia,Greco,female,TarquiniaGreco@jourrapide.com,"0397 9740733",BX60427652,29,Pognano,"Via Lombardi 98",24040,Italian,7/24/1990,Bergamo
Blanda,Dellucci,female,BlandaDellucci@einrot.com,"0334 1840440",CL8441440,18,Cavriago,"Corso Porta Nuova 149",42025,Italian,5/30/2001,"Reggio Emilia"
Urania,Pugliesi,female,UraniaPugliesi@jourrapide.com,"0333 4959264",ZL83239777,26,"Belvedere Fogliense","Via Silvio Spaventa 38",61010,Italian,4/8/1993,Perugia
Edmondo,Loggia,male,EdmondoLoggia@jourrapide.com,"0349 6045747",PR86521286,61,Sangineto,"Via Alfredo Fusco 119",87020,Italian,6/20/1958,Cosenza
Dina,Trevisani,female,DinaTrevisani@teleworm.us,"0333 0161139",UJ7983039,63,Vitinia,"Via Galvani 69",00127,Italian,3/8/1956,Roma
Placido,Loggia,male,PlacidoLoggia@fleckens.hu,"0337 1131377",XW76659649,21,Castropignano,"Via degli Aldobrandeschi 87",86010,Italian,12/26/1998,Campobasso
Maurizia,Pisano,female,MauriziaPisano@armyspy.com,"0361 2159114",CQ63322664,65,Colleberardi,"Corso Garibaldi 146",03020,Italian,4/26/1954,Frosinone
Azzurra,Piccio,female,AzzurraPiccio@einrot.com,"0357 4243908",LJ80016940,27,Moncioni,"Via del Caggio 59",52020,Italian,8/31/1992,Arezzo
Fiorello,Bellucci,male,FiorelloBellucci@gustr.com,"0355 9553377",KA97764919,27,Buguggiate,"Via Sacchi 92",21020,Italian,2/21/1993,Varese
Publio,Endrizzi,male,PublioEndrizzi@einrot.com,"0382 6248924",NP81474921,64,Gratteri,"Via Santa Teresa degli Scalzi 129",90010,Italian,2/27/1956,Palermo
Lodovica,Gallo,female,LodovicaGallo@rhyta.com,"0399 9752695",QQ24655770,25,Summaga,"Via Antonio Cecchi 57",30020,Italian,6/4/1994,Venezia
Tiziana,Padovano,female,TizianaPadovano@teleworm.us,"0395 1117065",FS59714232,30,"Gallo Matese","Via Cavour 107",81010,Italian,7/17/1989,Caserta
Mario,Toscani,male,MarioToscani@fleckens.hu,"0389 0707710",XA15543146,50,"Bondeno Di Gonzaga","Via Galileo Ferraris 144",46020,Italian,11/24/1969,Mantova
Smeralda,Cocci,female,SmeraldaCocci@rhyta.com,"0385 2388064",EN86474409,40,"Ponte Felcino","Via Tasso 125",06077,Italian,6/7/1979,Perugia
Ada,"Li Fonti",female,AdaLiFonti@dayrep.com,"0345 2180986",QO89293035,28,Tezze,"Via Nizza 76",31028,Italian,11/26/1991,Treviso
Samuele,Fallaci,male,SamueleFallaci@rhyta.com,"0330 8771707",EZ1394643,65,Roccantica,"Via Goffredo Mameli 37",02040,Italian,4/15/1954,Rieti
Irmina,Cocci,female,IrminaCocci@fleckens.hu,"0346 6711909",GZ12486719,66,Ribordone,"Via Volto San Luca 54",10080,Italian,12/9/1953,Torino
Delfino,Marcelo,male,DelfinoMarcelo@jourrapide.com,"0388 4703293",PW52634297,67,Rauscedo,"Via Miguel de Cervantes 118",33095,Italian,3/12/1952,Pordenone
Neera,Monaldo,female,NeeraMonaldo@teleworm.us,"0398 5126696",NA45909361,29,Quassolo,"Via Volto San Luca 41",10010,Italian,2/21/1991,Torino
Teresa,"Lo Duca",female,TeresaLoDuca@fleckens.hu,"0397 5600289",TO25676898,31,Barazzetto,"Via Lombardi 147",13900,Italian,2/18/1989,Biella
Giuditta,Bergamaschi,female,GiudittaBergamaschi@gustr.com,"0374 8007229",KF31884288,51,"San Pietro Di Feletto","Via Nizza 3",31020,Italian,12/2/1968,Treviso
Marilena,Calabresi,female,MarilenaCalabresi@superrito.com,"0334 8689053",DO18980901,50,Pilastri,"Via Vico Ferrovia 7",44010,Italian,10/13/1969,Ferrara
Beatrice,Castiglione,female,BeatriceCastiglione@superrito.com,"0385 2917849",AM49860857,62,Limpidi,"Via Rocca de Baldi 130",89832,Italian,12/16/1957,"Vibo Valentia"
Siro,Fiorentini,male,SiroFiorentini@fleckens.hu,"0341 0844492",BM14171167,54,Truden,"Via Nazionale 116",39040,Italian,5/27/1965,Bolzano
Pasquale,Lorenzo,male,PasqualeLorenzo@gustr.com,"0396 1895692",YT75296865,59,"San Giorgio Lucano","Via Pasquale Scura 95",75027,Italian,11/20/1960,Matera
Luisa,Rizzo,female,LuisaRizzo@jourrapide.com,"0333 5586722",QT89839330,48,Dubbione,"Via Giberti 40",10060,Italian,5/3/1971,Torino
Carmela,Lettiere,female,CarmelaLettiere@cuvox.de,"0363 2062229",BR78732955,53,Bassiano,"Piazza Garibaldi 122",04010,Italian,1/13/1967,Latina
Osvaldo,Longo,male,OsvaldoLongo@einrot.com,"0323 3432264",EX44539840,60,"Alessandria Del Carretto","Viale Ippocrate 99",87070,Italian,6/26/1959,Cosenza
Demetrio,Lori,male,DemetrioLori@cuvox.de,"0375 2104121",IO27403361,37,Fabiano,"Via Nolana 47",19123,Italian,3/26/1982,"La Spezia"
Arnaldo,Loggia,male,ArnaldoLoggia@teleworm.us,"0388 7959559",FB85235060,21,Tornata,"Via Giovanni Amendola 122",26030,Italian,5/31/1998,Cremona
Paciano,Padovesi,male,PacianoPadovesi@teleworm.us,"0312 4444798",QU27184516,57,Africo,"Via Pisanelli 35",89030,Italian,3/3/1963,"Reggio Calabria"
Aloisio,Russo,male,AloisioRusso@superrito.com,"0375 3533627",CU92724254,47,Troina,"Via Vico Ferrovia 110",94018,Italian,4/16/1972,Enna
Giulio,Romano,male,GiulioRomano@cuvox.de,"0328 9551023",ED22043011,26,"San Biagio Platani","Via del Piave 137",92020,Italian,4/6/1993,Agrigento
Cristiana,Iadanza,female,CristianaIadanza@fleckens.hu,"0317 5172236",FQ33128133,39,Baiardo,"Piazza Cardinale Riario Sforza 123",18031,Italian,4/4/1980,Imperia
Regolo,Giordano,male,RegoloGiordano@superrito.com,"0322 3027226",KR47856561,41,Monestirolo,"Via Vico Ferrovia 100",44040,Italian,8/7/1978,Ferrara
Erminia,Udinese,female,ErminiaUdinese@jourrapide.com,"0366 0438882",XM85908491,25,Guastalla,"Corso Porta Nuova 126",42016,Italian,4/4/1994,"Reggio Emilia"
Agamennone,Loggia,male,AgamennoneLoggia@teleworm.us,"0370 7355324",VX31770866,32,Traidodini,"Via Croce Rossa 87",08034,Italian,9/30/1987,Nuoro
Giorgio,Gallo,male,GiorgioGallo@cuvox.de,"0320 0865394",KF5338180,24,Premolo,"Via Lombardi 132",24020,Italian,6/27/1995,Bergamo
Luisella,Marchesi,female,LuisellaMarchesi@cuvox.de,"0381 2102079",TK4162304,47,Verucchio,"Via Colonnello Galliano 42",47826,Italian,4/25/1972,Rimini
Cosimo,Udinese,male,CosimoUdinese@gustr.com,"0336 2195204",SO95698251,61,Altrei,"Via Alessandro Farnese 146",39040,Italian,2/12/1959,Bolzano
Benedetta,Pisano,female,BenedettaPisano@jourrapide.com,"0359 9379525",NE80588256,46,Tuscania,"Corso Casale 118",01017,Italian,5/13/1973,Viterbo
Erminia,Mazzanti,female,ErminiaMazzanti@gustr.com,"0394 5974181",AB92980114,44,Chiaramonti,"Via Carlo Cattaneo 75",07030,Italian,8/9/1975,Sassari
Filippa,Milanesi,female,FilippaMilanesi@armyspy.com,"0361 8703338",DI34350495,55,Zungri,"Lungodora Napoli 119",89867,Italian,5/30/1964,"Vibo Valentia"
Nilde,Trevisano,female,NildeTrevisano@cuvox.de,"0360 8838541",AR71952229,56,Sambuci,"Via Galvani 36",00020,Italian,5/27/1963,Roma
Gerardina,Fiorentini,female,GerardinaFiorentini@fleckens.hu,"0343 7682518",VK68650828,26,"Erto E Casso","Via Miguel de Cervantes 149",33080,Italian,8/16/1993,Pordenone
Cristina,Trevisan,female,CristinaTrevisan@jourrapide.com,"0320 5073799",NT9871070,45,Salisano,"Via Goffredo Mameli 146",02040,Italian,7/20/1974,Rieti
Manuela,Longo,female,ManuelaLongo@einrot.com,"0356 3980446",OB85858681,34,Nusenna,"Via Santa Teresa 121",53010,Italian,6/11/1985,Siena
Liliana,Colombo,female,LilianaColombo@cuvox.de,"0371 5844034",XW65357943,36,Cadegliano,"Via Sacchi 24",21031,Italian,11/30/1983,Varese
Maria,Russo,female,MariaRusso@cuvox.de,"0354 2977691",ZC30707288,21,"Porto Ercole","Corso Vittorio Emanuele 77",58018,Italian,10/19/1998,Grosseto
Abelino,Fiorentino,male,AbelinoFiorentino@superrito.com,"0352 6107957",PC25624958,24,"Castellone Di Boiano","Via degli Aldobrandeschi 139",86020,Italian,9/22/1995,Campobasso
Alberica,Piccio,female,AlbericaPiccio@armyspy.com,"0372 2911889",IU24507816,60,Abeto,"Vico Giganti 21",06040,Italian,9/19/1959,Perugia
Salvatore,Marchesi,male,SalvatoreMarchesi@fleckens.hu,"0398 0658845",XQ58926718,60,Ostiano,"Via Giovanni Amendola 107",26032,Italian,2/4/1960,Cremona
Vanna,Greece,female,VannaGreece@rhyta.com,"0316 2295869",SR38047482,42,"Santa Maria Di Galeria","Via Galvani 28",00060,Italian,8/31/1977,Roma
Luca,Baresi,male,LucaBaresi@superrito.com,"0361 8941396",UJ17560269,53,Sorbolo,"Piazzetta Concordia 88",43058,Italian,8/10/1966,Parma
Marisa,Genovese,female,MarisaGenovese@rhyta.com,"0390 3429658",IC4999101,47,"Vignale Monferrato","Via Acrone 89",15049,Italian,6/6/1972,Alessandria
Scolastica,Manfrin,female,ScolasticaManfrin@teleworm.us,"0347 9488708",DP35810784,34,"San Giacomo Di Veglia","Via Nizza 103",31020,Italian,4/17/1985,Treviso
Gianfranco,Romani,male,GianfrancoRomani@fleckens.hu,"0393 9406238",PL12481945,46,Pero,"Via San Cosmo fuori Porta Nolana 43",20016,Italian,11/18/1973,Milano
Fiorello,Mazzi,male,FiorelloMazzi@dayrep.com,"0398 6793121",YR71884718,18,"San Nicolo' D'Arcidano","Via Francesco Girardi 102",09097,Italian,6/4/2001,Oristano
Maddalena,Padovano,female,MaddalenaPadovano@dayrep.com,"0366 1449400",SU81272823,61,"Pantelleria Aeroporto","Vicolo Calcirelli 67",91010,Italian,9/10/1958,Trapani
"Nadia ",Trentino,female,NadiaTrentino@superrito.com,"0395 9136457",IS10285186,66,Brozolo,"Via Adua 10",10020,Italian,6/18/1953,Torino
Vera,Marcelo,female,VeraMarcelo@jourrapide.com,"0375 0022886",XI81579484,48,Fornolosa,"Via Giberti 21",10080,Italian,4/5/1971,Torino
Matteo,Trevisano,male,MatteoTrevisano@dayrep.com,"0380 4425179",GH95387140,52,Missanello,"Discesa Gaiola 103",85010,Italian,5/29/1967,Potenza
Tito,Dellucci,male,TitoDellucci@dayrep.com,"0395 7856443",TP41394842,34,"Mongiardino Ligure","Via delle Azalee 42",15060,Italian,9/26/1985,Alessandria
Tarquinio,Davide,male,TarquinioDavide@gustr.com,"0348 9854646",VP47273644,46,"Bornate Sesia","Piazza San Carlo 71",13037,Italian,3/31/1973,Vercelli
Gustava,Calabresi,female,GustavaCalabresi@jourrapide.com,"0364 5545425",RZ92480827,39,Nociglia,"Via Antonio Beccadelli 123",73020,Italian,11/18/1980,Lecce
Italo,Pagnotto,male,ItaloPagnotto@jourrapide.com,"0340 8706720",JW21133216,36,Sover,"Via Zannoni 141",38048,Italian,1/7/1984,Trento
Albertino,Calabresi,male,AlbertinoCalabresi@gustr.com,"0387 3715892",DF45702896,31,Pianezza,"Via Volto San Luca 24",10044,Italian,5/24/1988,Torino
Giacinto,DeRose,male,GiacintoDeRose@einrot.com,"0352 8224484",MX59350763,40,Meletole,"Corso Porta Nuova 122",42024,Italian,1/29/1980,"Reggio Emilia"
Diana,Greco,female,DianaGreco@cuvox.de,"0367 8436918",TA40658616,53,"Cisterna Del Friuli","Via Bonafous Alfonso 36",33030,Italian,5/16/1966,Udine
Eduardo,Fallaci,male,EduardoFallaci@jourrapide.com,"0311 9364064",ZC16435533,44,Castagneto,"Strada Bresciana 134",64040,Italian,4/13/1975,Teramo
Albertino,"De Luca",male,AlbertinoDeLuca@fleckens.hu,"0346 0037718",ED93831973,63,"Bagnolo Mella","Via Capo le Case 49",25021,Italian,3/9/1956,Brescia
Carla,Siciliano,female,CarlaSiciliano@cuvox.de,"0333 3669393",ML22948351,19,Breccia,"Via Carlo Alberto 125",22100,Italian,12/12/2000,Como
Olindo,Beneventi,male,OlindoBeneventi@armyspy.com,"0316 6114888",TL37263158,23,Serrara,"Via Nicola Mignogna 94",80070,Italian,11/19/1996,Napoli
Fiorello,Genovesi,male,FiorelloGenovesi@superrito.com,"0329 6225295",QZ18449124,33,Bette,"Via Leopardi 49",23022,Italian,2/22/1987,Sondrio
Uriele,Pinto,male,UrielePinto@einrot.com,"0358 4618858",GL93380766,41,"Montecalvo In Foglia","Via Stadera 52",61020,Italian,5/4/1978,Perugia
"Fabiana ",Angelo,female,FabianaAngelo@gustr.com,"0354 8020262",GR84650956,25,Rosciano,"Via Domenico Morelli 141",65020,Italian,9/4/1994,Pescara
